Timestamp,Price
2025-10-25 23:24:07,0.08
2025-10-25 23:25:23,0.08
2025-10-25 23:26:07,0.08
2025-10-25 23:27:07,0.08
2025-10-25 23:28:07,0.08
2025-10-25 23:29:10,0.08
2025-10-25 23:30:25,0.08
2025-10-25 23:31:07,0.075
2025-10-25 23:32:07,0.075
2025-10-25 23:33:07,0.075
2025-10-25 23:34:07,0.075
2025-10-25 23:35:23,0.075
2025-10-25 23:36:07,0.075
2025-10-25 23:37:06,0.075
2025-10-25 23:38:07,0.075
2025-10-25 23:39:08,0.075
2025-10-25 23:40:08,0.075
2025-10-25 23:41:07,0.075
2025-10-25 23:42:07,0.075
2025-10-25 23:43:06,0.075
2025-10-25 23:44:07,0.075
2025-10-25 23:45:23,0.075
2025-10-25 23:46:07,0.075
2025-10-25 23:47:07,0.075
2025-10-25 23:48:07,0.075
2025-10-25 23:49:06,0.075
2025-10-25 23:50:08,0.075
2025-10-25 23:51:07,0.075
2025-10-25 23:52:06,0.075
2025-10-25 23:53:07,0.075
2025-10-25 23:54:06,0.075
2025-10-25 23:55:24,0.075
2025-10-25 23:56:07,0.075
2025-10-25 23:57:07,0.075
2025-10-25 23:58:07,0.075
2025-10-25 23:59:06,0.075
2025-10-26 00:00:25,0.075
2025-10-26 00:01:07,0.075
2025-10-26 00:02:07,0.075
2025-10-26 00:03:07,0.075
2025-10-26 00:04:07,0.075
2025-10-26 00:05:17,0.075
2025-10-26 00:06:07,0.075
2025-10-26 00:07:06,0.075
2025-10-26 00:08:06,0.075
2025-10-26 00:09:07,0.075
2025-10-26 00:10:17,0.075
2025-10-26 00:11:06,0.075
2025-10-26 00:12:06,0.075
2025-10-26 00:13:07,0.075
2025-10-26 00:14:06,0.075
2025-10-26 00:15:16,0.075
2025-10-26 00:16:07,0.075
2025-10-26 00:17:07,0.075
2025-10-26 00:18:09,0.075
2025-10-26 00:19:07,0.075
2025-10-26 00:20:17,0.075
2025-10-26 00:21:07,0.075
2025-10-26 00:22:07,0.075
2025-10-26 00:23:07,0.075
2025-10-26 00:24:07,0.075
2025-10-26 00:25:16,0.075
2025-10-26 00:26:07,0.075
2025-10-26 00:27:06,0.075
2025-10-26 00:28:07,0.075
2025-10-26 00:29:07,0.075
2025-10-26 00:30:20,0.075
2025-10-26 00:31:06,0.075
2025-10-26 00:32:07,0.075
2025-10-26 00:33:07,0.075
2025-10-26 00:34:06,0.075
2025-10-26 00:35:17,0.075
2025-10-26 00:36:06,0.075
2025-10-26 00:37:07,0.075
2025-10-26 00:38:06,0.075
2025-10-26 00:39:07,0.075
2025-10-26 00:40:18,0.075
2025-10-26 00:41:06,0.075
2025-10-26 00:42:08,0.075
2025-10-26 00:43:08,0.075
2025-10-26 00:44:07,0.075
2025-10-26 00:45:17,0.075
2025-10-26 00:46:06,0.075
2025-10-26 00:47:06,0.075
2025-10-26 00:48:07,0.075
2025-10-26 00:49:07,0.075
2025-10-26 00:50:17,0.075
2025-10-26 00:51:07,0.075
2025-10-26 00:52:07,0.075
2025-10-26 00:53:07,0.075
2025-10-26 00:54:06,0.075
2025-10-26 00:55:18,0.075
2025-10-26 00:56:07,0.075
2025-10-26 00:57:07,0.075
2025-10-26 00:58:07,0.075
2025-10-26 00:59:06,0.075
2025-10-26 01:00:20,0.075
2025-10-26 01:01:07,0.075
2025-10-26 01:02:07,0.075
2025-10-26 01:03:07,0.075
2025-10-26 01:04:06,0.075
2025-10-26 01:05:18,0.075
2025-10-26 01:06:06,0.075
2025-10-26 01:07:06,0.075
2025-10-26 01:08:07,0.075
2025-10-26 01:09:06,0.075
2025-10-26 01:10:07,0.075
2025-10-26 01:11:07,0.075
2025-10-26 01:12:07,0.075
2025-10-26 01:13:06,0.075
2025-10-26 01:14:07,0.075
2025-10-26 01:15:19,0.075
2025-10-26 01:16:07,0.075
2025-10-26 01:17:06,0.075
2025-10-26 01:18:07,0.075
2025-10-26 01:19:06,0.075
2025-10-26 01:20:07,0.075
2025-10-26 01:21:07,0.075
2025-10-26 01:22:07,0.075
2025-10-26 01:23:07,0.075
2025-10-26 01:24:06,0.075
2025-10-26 01:25:18,0.075
2025-10-26 01:26:07,0.075
2025-10-26 01:27:06,0.075
2025-10-26 01:28:06,0.075
2025-10-26 01:29:06,0.075
2025-10-26 01:30:21,0.075
2025-10-26 01:31:07,0.075
2025-10-26 01:32:07,0.075
2025-10-26 01:33:07,0.075
2025-10-26 01:34:07,0.075
2025-10-26 01:35:19,0.075
2025-10-26 01:36:07,0.075
2025-10-26 01:37:07,0.075
2025-10-26 01:38:06,0.075
2025-10-26 01:39:07,0.075
2025-10-26 01:40:19,0.075
2025-10-26 01:41:06,0.075
2025-10-26 01:42:07,0.075
2025-10-26 01:43:07,0.075
